,session_id,session_name,start_datetime,end_datetime
4328,1007,Causal Inference,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4333,1008,Clinical Decision Making for Chronic Disease,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4337,1010,Transportation Network Design,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4341,1011,Healthcare - Radiotherapy Cancer Treatment Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4346,1012,Retail Price Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4350,1013,Generative AI and Creative Problem Solving,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4354,1014,Shaping Perceptions and Identities in Social Media,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4359,1015,To Accredit or Not To Accredit:  That is the Question,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4364,1016,Machine Learning in Decision-Making: Strategies and Interpretability,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4369,1017,Personalized and Fair AI: Advances in Federated Learning and LLMs,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4375,1018,Mitigating Bias and Enhancing AI Collaboration,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4378,1019,SpORts III,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4382,1020,Stochastic Resources Bidding in Flexibility Markets,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4386,1021,Applications of Machine Learning and AI for Physical and Mental Health,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4390,1022,High-Dimensional Data Analytics for Complex Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4394,1023,Transforming Education Through Data Analytics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4398,1024,Equity in the Energy Transition,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4404,1025,Sustainable Transportation Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4408,1026,Energy Systems Modeling and Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4413,1027,Optimization Model Analysis and Debugging,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4417,1028,Federated Learning and Optimization: I,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4421,1029,Tuesday Poster Competition,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4435,1030,Tuesday Poster Session,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4544,1031,APS Poster Session,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4578,1032,Service Operations and Supply Chain Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4582,1033,Advanced Data Analytics on Reliability and Maintenance,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4587,1034,Advanced Machine Learning for Complex Physical Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4591,1035,Survival Analysis and Optimization Techniques,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4595,1036,Sustainable Practices in Fashion and Commerce,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4599,1037,Stochastic Models and Networks,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4603,1038,Optimizing Restaurant Industry Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4607,1039,On Security and Rescue Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4612,1040,Data-Driven Mechanisms and Allocation Algorithms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4617,1041,Innovative Strategies for Vaccine Distribution and Disease Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4622,1042,Data-Driven Crisis and Disaster Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4627,1043,Optimization for Freight Transportation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4631,1044,Strategic Innovations in Logistics and Supply Chain Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4636,1045,Optimization and Pricing Models for Digital and Retail Markets,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4640,1046,Analysis of Algorithms for Pricing and Product Ranking,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4643,1047,Innovation in Revenue Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4647,1048,Online Learning in Games and Auctions,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4651,1049,Advances on Choice Modeling and Applications in RMP,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4655,1050,Humanitarian Logistics and Disaster Preparedness,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4658,1051,Integrating Emerging Technologies for Sustainable Transportation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4662,1052,Generative AI for Decision-Making,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4666,1053,Behavioral Decision Analysis,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4671,1054,Global Supply Chains,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4674,1055,Adaptive Strategies in Experimentation and Logistics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4679,1056,CoCalc/Amazon,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4681,1057,Behavioural Queueing Science and Service Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4684,1058,Exploring Challenges for Innovation Success,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4689,1059,Optimizing Data Center Operations and Sustainability,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4694,1060,Warm Starting for Mixed-Integer Linear Programming,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4698,1061,Large Scale Supply Chain Network Design,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4702,1062,Promises and Challenges of Nonconvex Optimization in Machine Learning,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4707,1063,Distributional Robustness,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4711,1064,Methods and Applications in Stochastic and Chance-Constrained Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4714,1065,Evolution and Impact in Cyber-Social Environments,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4719,1066,Advancing Innovations in Mobility: International Collaboration and Technological Innovations in Transportation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4725,1067,Behavioral-informed Analytics and Decision-Making for Urban Transportation Systems 2,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4729,1068,Optimization and Learning in Recommender Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4733,1069,Air Navigation Service Provision and Capacity Planning,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4737,1070,AAS Distinguished Speaker,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4738,1071,Emerging Topics in Behavioral Operations Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4741,1072,Network Data Insights: Algorithmic Approaches,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4746,1073,Experimentation With Interference,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4750,1074,Generative AI for Decision-making,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4754,1075,Optimizing Healthcare and Equity through Location Analytics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4758,1076,Learning and Optimizing for Healthcare Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4762,1077,Fair Decision-making in Healthcare,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4767,1078,Sequential Decision Making in Healthcare,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4770,1079,Adaptive Experimental Design in Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4775,1080,Data Collection and Analytics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4779,1081,MSOM: Analytics for Social Goods,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4783,1082,Unveiling Complexity: Simple Algorithms for Complex Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4788,1083,Social Responsibility and Sustainability,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4792,1084,OM Research on Uplifting Low-income Communities,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4797,1085,Sustainability and Business Model Innovation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4801,1086,Disaster Response Operations and Social Responsibility,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4805,1087,Advancements in Digital Twin Technologies,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4808,1088,Revolutionizing Healthcare: Innovations in Analytics and Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4812,1089,Pengyi's session,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4815,1090,Energy-Aware Business Practices,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4820,1091,Inventory placement and Inbound Network Design,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4824,1092,Professors and Their Startups: Reflection on Academic Entrepreneurship,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4826,1093,Digital Transformation in Transportation Systems: Navigating User Behavior and System Efficiency,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4827,1094,Platform Design in the Digital Era,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4831,1095,Social Media and Digital Platforms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4834,1096,"Data-driven Decision-making: Personalization, Practicality, Perspicuity",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4837,1097,AI Application in Education,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4841,1098,AI & Robotics: Impact on Perceptions and Innovation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4844,1099,Advancements in Statistical Methods and AI,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4849,1100,SpORts I,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4854,1101,Electricity Storage,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4858,1102,Artificial Intelligence and Big Data Applications in Global Operations and Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4861,1103,Advances in Data-Driven Decision-Making in Operations Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4865,1104,Recent Advances in Multi-Agent and Preference-Based Reinforcement Learning,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4868,1105,Net-Zero Emissions Energy Systems: Optimization Methods,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4873,1106,Analysis Toward Net-Zero Transportation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4876,1107,Energy System Modeling and Optimization V: ML-based Multi-Energy System Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4880,1108,Advances in Decomposition Algorithms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4884,1109,Federated Learning and Optimization: II,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4888,1110,Explainable AI for prognostics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4892,1111,Smart Manufacturing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4895,1112,Service Science Best Student Paper I,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4898,1113,Service Science Best Student/Cluster Paper II,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4901,1114,Service Science Best Cluster Paper I,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4905,1115,Service Science Best Cluster Paper II,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4909,1116,Global Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4914,1117,AI and Optimization Techniques in Forecasting and Security,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4918,1118,Innovations in Market Design,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4922,1119,Advances in Queueing Theory and Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4925,1120,Advances in Optimization Methods for Inventory Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4930,1121,Drone Based Operations and Delivery Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4934,1122,Advanced Inventory and Supply Chain Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4938,1123,Advancements in Grocery Retail Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4943,1124,Frontiers in Data-driven Revenue Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4948,1125,Electricity Market Pricing focusing on the impact of uncertainties and competition on day-ahead market pricing efficiency,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4952,1126,Inventory Replenishment in Marketplaces,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4956,1127,Learning and Pricing in Operations Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4960,1128,On Recommendation Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4963,1129,Strategy in Mechanism Design,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4966,1130,Public Health Applications in Decision Analysis,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4970,1131,"Analytics in Action: Decision Excellence, Risk Modeling, and Pedagogy",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4973,1132,Supply Chain Learning and Sourcing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4976,1133,Logistics and Network Optimization Challenges,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4982,1134,JMP/SAS,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4984,1135,Market Dynamics and Predictive Modeling,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4988,1136,Emerging Strategies in Platform Competition and Innovation Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4991,1137,Service Systems Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4995,1138,Computational Integer Optimization and Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
4999,1139,Randomized Methods for Combinatorial Scientific Computing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5003,1140,Advances in Data-Driven Distributionally Robust Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5007,1141,Recent Advancements in Accelerated Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5011,1142,Data-driven Stochastic Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5015,1143,Emerging Trends in Mathematical Modeling and Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5020,1144,"Network Modeling for Sustainable Mobility: Equity, Efficiency, and Multimodality",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5025,1145,Markets and Algorithms for Sustainable Transportation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5029,1146,Sustainable Transportation Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5033,1148,Optimization and Analysis in Complex Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5037,1149,Behavior Study in Supply Chain Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5040,1150,"Graphs and Networks: Bridging Theory and Practical Applications in Causal Inference, Experimentation, Community Detection, and Ranking Aggregation",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5044,1151,Flexibility Design and Demand Fulfillment for Service Platforms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5048,1152,Drift Methods for Stochastic Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5052,1153,Healthcare Innovation and Collaboration,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5056,1154,Applications of Mathematical Models in Health and Public Policy,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5061,1155,Innovative Modeling to Inform Infectious Disease Prevention and Control,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5065,1156,Healthcare Analytics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5069,1157,Public Health Analytics and Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5074,1158,New Topics in Dynamic Assignment,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5078,1159,Empirical Perspectives on Healthcare Challenges,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5082,1160,Fairness and Matching in Service Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5087,1161,Data Analytics and Technology in Operations Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5091,1162,Innovative Approaches to Sustainable Transportation and Workforce Diversity,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5095,1163,Sustainability through Supply Chain Innovations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5098,1164,Applications of Operations Research and Analytics in Elections,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5102,1165,Advanced Optimization and Modeling Techniques in Operations Research,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5106,1166,System Medicine and AI: Transforming Healthcare Landscapes,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5110,1167,Data-Driven Healthcare Operations Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5114,1168,AI and Environmental Sustainability Innovations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5119,1169,Resilient and Equitable Power Grid Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5125,1170,OR in the Utilities Industry,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5128,1171,Role of Influencers in Social Media,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5133,1172,AI for Social Good,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5136,1173,Machine Learning and Game Theory in Policy and Sports,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5139,1174,Artificial Intelligence in Banking,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5144,1175,Adoption and Applications of AI Agents Featuring ML Algorithms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5148,1176,AI Innovations: Text Interaction to Trustworthy Decisions,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5152,1177,"Innovative Approaches in AI, Supply Chains, and Multi-Agent Systems",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5156,1178,Sports IV,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5161,1179,Latest Practices of Stochastic and Robust Optimization for Renewable Energy,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5165,1180,AI and Data Science for Smart Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5169,1181,Advances in Quantitative Methods for Business Analytics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5174,1182,Data Analytics and Machine Learning in Healthcare,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5179,1183,Heat Decarbonization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5183,1184,Operational and Data-Centric Perspectives on Sustainability,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5189,1185,Power Systems Operations and Planning V: Recent Advances,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5192,1186,Learning and Optimization Techniques for Uncertain Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5196,1187,Federated Learning and Optimization: III,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5200,1188,Edelman Reprise: Molslinjen,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5201,1189,OR/AI Applications in the (Bio)Pharmaceutical Industry: A Vision and Future Research Directions,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5202,1190,AI-Human Interation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5204,1191,"Complex System Modeling, Monitoring, and Decision-making",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5208,1192,Theoretical Perspectives and Statistical Approaches to Robust Inference,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5212,1193,Innovative Optimization Techniques and Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5217,1194,Resource Management in Services,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5222,1195,Advances in Machine Learning Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5225,1196,Advancements in Supply Chain Resilience and Performance,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5229,1197,Accelerated Computing for Mathematical Programming,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5234,1198,Operations and Revenue Management for AI Development,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5237,1199,Innovative Approaches to Inventory Management and Sustainable Sourcing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5242,1200,New Topics in Grocery Retailing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5247,1201,Dynamic Models in Revenue Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5251,1202,Network Design/Revenue Management and Platform Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5255,1203,New Applications and Methodology in Pricing and Inventory Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5259,1204,Empirical and Behavioral Insights in Revenue Management and Pricing,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5263,1205,Pricing and Market effects,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5268,1206,Emerging Topics in Decision Analysis,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5272,1207,Informing AI Ethics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5277,1208,Stochastic Analysis of Energy Power Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5283,1209,AI and Technology for Humanitarian Logistics and Supply Chain Resilience,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5286,1210,Port Operations and Freight Logistics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5291,1211,Embracing Uncertainty: Digital Workspaces and Resilience Strategies,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5294,1212,Workplace Behavior and Organizational Dynamics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5299,1213,Innovative Mechanisms,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5303,1214,Innovative Operations for Social Goods and Sustainability,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5308,1215,Computational Integer Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5313,1216,Computational Nonlinear Programming,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5315,1217,Data-Driven Robust Optimization Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5319,1218,Recent Advances in First-Order Methods and ADMM.,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5323,1219,Learning and Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5327,1220,Lagrangian Methods and Optimization Techniques,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5329,1221,Modeling and Techno-economic Analysis for Vehicle Grid Integration and Vehicle-to-Everything (V2X),5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5332,1222,Modeling and Optimizing Infrastructure for Freight Transportation Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5335,1223,Innovations in Urban Transportation,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5340,1224,"Aerospace Design, Ethics and Operations with AI/ML",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5344,1225,Advanced Computational and Algorithmic Approaches for Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5349,1226,Hospital Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5353,1227,Stochastic Processing and Matching Networks: Recent Developments,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5357,1228,Frontiers in Language Models and Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5360,1229,Reinforcement Learning Theory,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5364,1230,Appointment Scheduling in Healthcare: From Patients to Physicians,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5368,1231,Healthcare Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5371,1232,Towards Resilient Pharmaceutical Supply Chains: Analytical Models for Addressing Drug Quality and Shortage Issues,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5375,1233,Healthcare Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5379,1234,"EVs -- Adoption, Operations and Interface with the Utility Grid",5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5383,1235,Collaboration in Supply Chains with Channel Partners and Competitors,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5387,1236,Care Access and Delivery,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5391,1237,Data-Driven Methods to Human - Artificial Intelligence Interactions,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5394,1238,Empirical Research on Marketplaces,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5398,1239,Food Supply Chain Management,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5402,1240,Advancing Sustainability and Ethics in Supply Chains,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5406,1241,Power Systems Planning and Operation II: Cutting Edge Strategies,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5411,1242,Recent Advances in Stochastic Optimization,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5416,1243,Advanced Analytics for Healthcare Operations,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5421,1244,OR Applications in Healthcare Delivery Systems,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5424,1245,Strategies for Climate Mitigation and Sustainability,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5427,1246,Innovative Approaches for Dynamic Data Analysis and Control,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5431,1247,AI and Game Theory Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5434,1248,Online Marketplaces and Incentives,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5439,1249,AI Development and Business Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5442,1250,Graphs and Algorithms in Social Media: Theories and Applications,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5444,1251,Applying Artificial Intelligence Models to Text Mining for Leveraging Business Value,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5447,1252,Data Integration for Learning and Decision-Making,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5452,1253,Innovative Applications in Healthcare and Wellness,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5456,1254,AI and Analytics in Operations and Logistics,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
5460,1255,AI-Driven Cybersecurity,5/19/2024  11:00:00 PM,5/19/2024  12:00:00 PM
